ID,Process ID,Process Name,Host Name,Kernel Name,Kernel Time,Context,Stream,Section Name,Metric Name,Metric Unit,Metric Value
7,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"864,640"
8,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,421,056"
8,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,359,392"
9,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"676,032"
9,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,548,192"
10,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"591,552"
10,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"859,904"
11,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,422,144"
11,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,338,432"
12,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"676,032"
12,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,571,040"
13,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"591,552"
13,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"862,592"
14,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,421,056"
14,130076,pinn,127.0.0.1,ampere_sgemm_32x128_tn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,342,240"
15,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"676,032"
15,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,517,792"
16,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"21,184"
16,130076,pinn,127.0.0.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::<unnamed>::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"133,760"
17,130076,pinn,127.0.0.1,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T12)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"2,907,456"
17,130076,pinn,127.0.0.1,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T12)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,043,808"
18,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"16,928"
18,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"160,224"
19,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"442,688"
19,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,156,640"
20,130076,pinn,127.0.0.1,"void gemvNSP_kernel<float, float, float, float, (int)1, (int)32, (int)4, (int)1024, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T9)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"800,416"
20,130076,pinn,127.0.0.1,"void gemvNSP_kernel<float, float, float, float, (int)1, (int)32, (int)4, (int)1024, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T9)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,263,680"
21,130076,pinn,127.0.0.1,"void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, void *, long, T3 *, int *)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"21,120"
21,130076,pinn,127.0.0.1,"void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, void *, long, T3 *, int *)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"159,200"
22,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"16,960"
22,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"549,280"
23,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,014,048"
23,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,203,360"
24,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"992,736"
24,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,720,544"
25,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"798,144"
25,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,607,616"
26,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"473,568"
26,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,687,200"
27,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,014,048"
27,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,342,208"
28,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"992,864"
28,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:30,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,813,440"
29,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"796,224"
29,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,522,208"
30,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"473,568"
30,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,159,328"
31,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,014,048"
31,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,280,256"
32,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"992,864"
32,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,722,304"
33,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"797,216"
33,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,497,440"
34,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"473,568"
34,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,160,480"
35,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,014,048"
35,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,345,728"
36,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"992,928"
36,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,772,672"
37,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"797,152"
37,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,478,816"
38,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"473,568"
38,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,151,104"
39,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"1,014,048"
39,130076,pinn,127.0.0.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"2,217,216"
40,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"681,984"
40,130076,pinn,127.0.0.1,ampere_sgemm_32x128_nn,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,064,832"
41,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"533,152"
41,130076,pinn,127.0.0.1,ampere_sgemm_32x32_sliced1x4_nt,2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"857,056"
42,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,l1tex__t_bytes.sum,byte,"473,568"
42,130076,pinn,127.0.0.1,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",2022-Sep-16 13:47:31,1,7,Command line profiler metrics,lts__t_bytes.sum,byte,"1,152,640"
